latitude;longitude;brightness;scan;track;acq_date;acq_time;satellite;instrument;confidence;version;bright_t31;frp;daynight
4417891;2313543;32598;101;1;24/7/2021;924;Terra;MODIS;78;6.1NRT;30725;1013;D
4429942;2279813;33296;102;101;24/7/2021;924;Terra;MODIS;81;6.1NRT;30188;2055;D
4432801;2279256;32846;102;101;24/7/2021;924;Terra;MODIS;49;6.1NRT;29709;184;D
4434538;229334;33976;101;101;24/7/2021;924;Terra;MODIS;89;6.1NRT;30833;2798;D
4435431;2293579;34367;101;101;24/7/2021;924;Terra;MODIS;92;6.1NRT;30844;3605;D
4443976;228539;33826;102;101;24/7/2021;924;Terra;MODIS;89;6.1NRT;30256;3503;D
4144845;2193762;3231;102;101;24/7/2021;924;Terra;MODIS;60;6.1NRT;29669;1057;D
4614353;2060029;32546;121;109;24/7/2021;924;Terra;MODIS;57;6.1NRT;30248;1604;D
4410349;2327631;32365;1;1;24/7/2021;924;Terra;MODIS;68;6.1NRT;30594;977;D
411785;1430075;3289;223;145;24/7/2021;924;Terra;MODIS;75;6.1NRT;30059;5759;D
442977;228107;32981;102;101;24/7/2021;924;Terra;MODIS;78;6.1NRT;30606;1685;D
3997798;1804421;32777;132;114;24/7/2021;924;Terra;MODIS;69;6.1NRT;30967;121;D
4457808;2660303;34617;109;104;24/7/2021;924;Terra;MODIS;93;6.1NRT;30434;5394;D
4212545;2460084;32962;103;101;24/7/2021;924;Terra;MODIS;82;6.1NRT;30761;1494;D
4457579;2661649;32116;11;104;24/7/2021;924;Terra;MODIS;36;6.1NRT;30107;1201;D
443412;266689;32752;111;105;24/7/2021;924;Terra;MODIS;79;6.1NRT;30143;1853;D
4389861;2570639;32637;105;103;24/7/2021;924;Terra;MODIS;60;6.1NRT;30475;1367;D
439439;2513503;33204;103;101;24/7/2021;924;Terra;MODIS;72;6.1NRT;30712;1931;D
4380267;2572422;32701;106;103;24/7/2021;924;Terra;MODIS;53;6.1NRT;30906;1523;D
4161208;2228649;32939;101;1;24/7/2021;924;Terra;MODIS;82;6.1NRT;30484;182;D
4239769;1910793;31994;126;112;24/7/2021;924;Terra;MODIS;72;6.1NRT;30498;1165;D
4161376;2227455;33133;101;1;24/7/2021;924;Terra;MODIS;83;6.1NRT;30585;2056;D
4421645;2273086;3279;102;101;24/7/2021;924;Terra;MODIS;0;6.1NRT;30571;1449;D
4062754;1963207;34499;115;107;24/7/2021;924;Terra;MODIS;92;6.1NRT;30545;496;D
4187318;1520964;32819;201;138;24/7/2021;924;Terra;MODIS;62;6.1NRT;30838;2727;D
3806821;2363316;32746;186;133;24/7/2021;1106;Aqua;MODIS;78;6.1NRT;30808;2987;D
4181448;1504846;32434;457;196;24/7/2021;1108;Aqua;MODIS;79;6.1NRT;30415;7937;D
4426627;211962;32682;179;131;24/7/2021;1108;Aqua;MODIS;82;6.1NRT;29725;4342;D
4426152;2119086;31493;179;131;24/7/2021;1108;Aqua;MODIS;53;6.1NRT;29849;1695;D
4427285;2118607;31997;179;131;24/7/2021;1108;Aqua;MODIS;76;6.1NRT;29779;2814;D
4487511;2023897;35144;193;136;24/7/2021;1108;Aqua;MODIS;96;6.1NRT;30232;14955;D
4486993;2021549;32271;194;136;24/7/2021;1108;Aqua;MODIS;78;6.1NRT;30322;321;D
4100032;1598508;32568;431;192;24/7/2021;1108;Aqua;MODIS;79;6.1NRT;30223;9219;D
4573335;295224;32999;103;101;24/7/2021;1108;Aqua;MODIS;44;6.1NRT;30667;1779;D
4565535;2956396;3276;103;101;24/7/2021;1108;Aqua;MODIS;77;6.1NRT;30443;1448;D
4565706;2957699;32085;103;101;24/7/2021;1108;Aqua;MODIS;39;6.1NRT;30431;608;D
4564634;2956639;32921;103;101;24/7/2021;1108;Aqua;MODIS;79;6.1NRT;30537;1651;D
4564806;2957942;32283;103;101;24/7/2021;1108;Aqua;MODIS;54;6.1NRT;30513;82;D
4099812;1598874;32389;431;192;24/7/2021;1108;Aqua;MODIS;77;6.1NRT;30221;7336;D
4412056;2324874;32853;142;118;24/7/2021;1108;Aqua;MODIS;71;6.1NRT;30648;2138;D
4411718;2323158;32804;142;118;24/7/2021;1108;Aqua;MODIS;78;6.1NRT;3072;1938;D
4418282;2309008;34868;144;119;24/7/2021;1108;Aqua;MODIS;95;6.1NRT;30902;7694;D
4417936;230726;33228;144;119;24/7/2021;1108;Aqua;MODIS;83;6.1NRT;30677;3069;D
4442105;2306262;31679;142;118;24/7/2021;1108;Aqua;MODIS;37;6.1NRT;29533;1299;D
4389373;2569909;36174;113;106;24/7/2021;1108;Aqua;MODIS;100;6.1NRT;30574;9764;D
4389137;2568531;35715;113;106;24/7/2021;1108;Aqua;MODIS;98;6.1NRT;30386;8291;D
4388636;255203;3304;115;107;24/7/2021;1108;Aqua;MODIS;69;6.1NRT;30287;239;D
4388391;2550634;33375;115;107;24/7/2021;1108;Aqua;MODIS;73;6.1NRT;30484;2889;D
4434142;2665837;32671;105;102;24/7/2021;1108;Aqua;MODIS;66;6.1NRT;30375;1631;D
4457459;2660594;32736;105;102;24/7/2021;1108;Aqua;MODIS;79;6.1NRT;30568;1825;D
4486441;2679417;31629;104;102;24/7/2021;1108;Aqua;MODIS;26;6.1NRT;30168;743;D
4181458;1505668;32628;457;196;24/7/2021;1108;Aqua;MODIS;81;6.1NRT;30412;9174;D
4774713;3197377;30064;303;166;24/7/2021;1853;Terra;MODIS;31;6.1NRT;28756;2644;N
4774668;3196923;30302;303;166;24/7/2021;1853;Terra;MODIS;53;6.1NRT;28768;3323;N
4421707;2272197;30384;104;102;24/7/2021;2029;Terra;MODIS;57;6.1NRT;28963;613;N
4424258;2270216;31003;104;102;24/7/2021;2029;Terra;MODIS;67;6.1NRT;28958;977;N
4423353;2270448;32827;104;102;24/7/2021;2029;Terra;MODIS;100;6.1NRT;29039;2687;N
4092504;1964174;30378;11;105;24/7/2021;2029;Terra;MODIS;57;6.1NRT;29221;612;N
4061517;1963044;31054;111;105;24/7/2021;2029;Terra;MODIS;80;6.1NRT;29323;1093;N
4421871;2273481;30579;104;102;24/7/2021;2029;Terra;MODIS;66;6.1NRT;28994;786;N
4416819;2291373;30282;105;102;24/7/2021;2029;Terra;MODIS;52;6.1NRT;28926;585;N
442095;2294347;30518;105;102;24/7/2021;2029;Terra;MODIS;63;6.1NRT;29063;701;N
4392885;2475912;32688;119;108;24/7/2021;2029;Terra;MODIS;100;6.1NRT;28939;3373;N
4392722;2474445;321;118;108;24/7/2021;2029;Terra;MODIS;100;6.1NRT;28901;2553;N
4393853;2475702;31892;119;108;24/7/2021;2029;Terra;MODIS;98;6.1NRT;28884;2298;N
439369;2474235;34241;118;108;24/7/2021;2029;Terra;MODIS;100;6.1NRT;29052;626;N
4425892;2297848;30079;105;102;24/7/2021;2029;Terra;MODIS;34;6.1NRT;29016;46;N
4429538;2296938;30782;105;102;24/7/2021;2029;Terra;MODIS;73;6.1NRT;29094;887;N
442987;2284782;30734;105;102;24/7/2021;2029;Terra;MODIS;71;6.1NRT;29032;836;N
4430613;2283258;32925;104;102;24/7/2021;2029;Terra;MODIS;100;6.1NRT;29106;2972;N
4430447;2281964;31515;104;102;24/7/2021;2029;Terra;MODIS;91;6.1NRT;2897;1428;N
4099438;164702;30261;151;121;24/7/2021;2029;Terra;MODIS;50;6.1NRT;29237;742;N
388671;1649849;31244;168;128;24/7/2021;2029;Terra;MODIS;79;6.1NRT;29368;2203;N
427187;2417305;30354;11;105;24/7/2021;2029;Terra;MODIS;56;6.1NRT;28687;849;N
4092716;1965455;30284;11;105;24/7/2021;2029;Terra;MODIS;52;6.1NRT;29276;549;N
4429797;2270892;30043;104;102;24/7/2021;2029;Terra;MODIS;27;6.1NRT;2892;435;N
4860544;2118504;30913;104;102;24/7/2021;2032;Terra;MODIS;77;6.1NRT;29168;962;N
4860365;2117116;30485;104;102;24/7/2021;2032;Terra;MODIS;54;6.1NRT;28968;671;N
4422355;1790254;30047;114;106;24/7/2021;2032;Terra;MODIS;28;6.1NRT;28808;553;N
4861228;211766;30069;104;102;24/7/2021;2032;Terra;MODIS;32;6.1NRT;29068;461;N
4393826;2474464;30985;124;111;25/7/2021;43;Aqua;MODIS;78;6.1NRT;28713;1594;N
4860823;2117552;30468;102;101;25/7/2021;43;Aqua;MODIS;61;6.1NRT;28715;761;N
4860637;2118907;30948;102;101;25/7/2021;43;Aqua;MODIS;77;6.1NRT;28872;1084;N
4396382;2327077;30556;11;105;25/7/2021;43;Aqua;MODIS;65;6.1NRT;28812;955;N
4428955;2284546;30731;106;103;25/7/2021;43;Aqua;MODIS;71;6.1NRT;28809;966;N
4392577;2475631;3316;125;111;25/7/2021;43;Aqua;MODIS;100;6.1NRT;28728;4481;N
4392855;2474122;32253;124;111;25/7/2021;43;Aqua;MODIS;100;6.1NRT;28675;2978;N
4144939;2195243;30107;107;103;25/7/2021;45;Aqua;MODIS;37;6.1NRT;28961;573;N
417503;1466411;30396;143;118;25/7/2021;45;Aqua;MODIS;58;6.1NRT;29067;955;N
4145147;2193995;30674;107;103;25/7/2021;45;Aqua;MODIS;69;6.1NRT;28958;944;N
4394086;2477271;31861;378;182;25/7/2021;828;Terra;MODIS;46;6.1NRT;30011;5449;D
4435118;234166;31236;454;196;25/7/2021;828;Terra;MODIS;49;6.1NRT;29665;4515;D
4435039;2346509;31151;45;195;25/7/2021;828;Terra;MODIS;40;6.1NRT;29644;3899;D
3765787;2292715;33497;438;193;25/7/2021;830;Terra;MODIS;87;6.1NRT;2987;2447;D
3765894;2293547;33855;438;193;25/7/2021;830;Terra;MODIS;89;6.1NRT;29843;29147;D
4484438;2765342;31536;414;188;25/7/2021;1004;Terra;MODIS;71;6.1NRT;29768;6131;D
3764839;2293941;3459;378;182;25/7/2021;1006;Terra;MODIS;93;6.1NRT;29963;31472;D
4106485;1595961;3336;125;111;25/7/2021;1006;Terra;MODIS;79;6.1NRT;31074;202;D
410525;1597074;3327;125;111;25/7/2021;1006;Terra;MODIS;74;6.1NRT;3112;2181;D
4104543;1595315;34156;125;111;25/7/2021;1006;Terra;MODIS;88;6.1NRT;3089;3961;D
4104276;1596764;35076;125;111;25/7/2021;1006;Terra;MODIS;94;6.1NRT;30953;6589;D
4098746;1592799;33826;125;111;25/7/2021;1006;Terra;MODIS;85;6.1NRT;31071;3137;D
4393844;2475958;32896;311;167;25/7/2021;1006;Terra;MODIS;82;6.1NRT;30286;8992;D
4397514;2449567;32133;3;165;25/7/2021;1006;Terra;MODIS;60;6.1NRT;29975;4344;D
4436868;2310361;3233;246;151;25/7/2021;1006;Terra;MODIS;56;6.1NRT;30126;3537;D
4435571;2309775;3273;246;151;25/7/2021;1006;Terra;MODIS;80;6.1NRT;30216;5016;D
4434867;2312683;32261;247;151;25/7/2021;1006;Terra;MODIS;19;6.1NRT;30326;3051;D
4433432;2318596;32375;249;152;25/7/2021;1006;Terra;MODIS;67;6.1NRT;30198;4255;D
443614;2309523;32962;246;151;25/7/2021;1006;Terra;MODIS;80;6.1NRT;30245;568;D
3764111;2293266;33649;378;182;25/7/2021;1006;Terra;MODIS;88;6.1NRT;29926;20282;D
376571;229372;332;378;182;25/7/2021;1006;Terra;MODIS;84;6.1NRT;30001;15849;D
3765751;2290381;31806;375;181;25/7/2021;1006;Terra;MODIS;56;6.1NRT;29957;5062;D
3766343;2294773;31793;378;182;25/7/2021;1006;Terra;MODIS;52;6.1NRT;29861;5862;D
4426747;2272882;32242;236;148;25/7/2021;1006;Terra;MODIS;53;6.1NRT;30203;2513;D
4393967;2475549;32867;311;167;25/7/2021;1006;Terra;MODIS;81;6.1NRT;3029;8821;D
4397509;2449075;31849;3;165;25/7/2021;1006;Terra;MODIS;66;6.1NRT;29981;3315;D
4396611;2452617;31711;302;165;25/7/2021;1006;Terra;MODIS;56;6.1NRT;30054;2651;D
4597499;2113451;32103;174;129;25/7/2021;1006;Terra;MODIS;74;6.1NRT;30023;2374;D
4268117;1857439;32779;155;123;25/7/2021;1006;Terra;MODIS;81;6.1NRT;29639;3607;D
4267028;1857152;33209;155;123;25/7/2021;1006;Terra;MODIS;84;6.1NRT;29644;4742;D
4559105;2032059;31937;162;125;25/7/2021;1006;Terra;MODIS;59;6.1NRT;29825;1824;D
4588165;209016;31335;17;128;25/7/2021;1006;Terra;MODIS;54;6.1NRT;29754;1009;D
4503231;1993624;34862;16;125;25/7/2021;1006;Terra;MODIS;95;6.1NRT;30223;1029;D
448364;2762141;3162;428;191;25/7/2021;1013;Aqua;MODIS;65;6.1NRT;29867;7128;D
4483429;2762576;31641;428;191;25/7/2021;1013;Aqua;MODIS;66;6.1NRT;29876;7259;D
4741444;3211259;34057;209;141;25/7/2021;1013;Aqua;MODIS;79;6.1NRT;29685;11082;D
3763695;2292317;33763;116;107;25/7/2021;1149;Aqua;MODIS;85;6.1NRT;31017;3058;D
3764787;2293296;37122;116;107;25/7/2021;1149;Aqua;MODIS;100;6.1NRT;31556;13203;D
3764645;2292097;37006;116;107;25/7/2021;1149;Aqua;MODIS;100;6.1NRT;31639;12562;D
3765747;2293143;34488;116;107;25/7/2021;1149;Aqua;MODIS;91;6.1NRT;31306;4706;D
3765597;229188;34512;116;107;25/7/2021;1149;Aqua;MODIS;91;6.1NRT;31266;4627;D
3938074;2280401;33817;119;109;25/7/2021;1149;Aqua;MODIS;86;6.1NRT;31304;3166;D
4031161;1807201;3317;102;101;25/7/2021;1149;Aqua;MODIS;76;6.1NRT;31178;1022;D
4062212;1963407;32413;101;1;25/7/2021;1149;Aqua;MODIS;67;6.1NRT;30606;867;D
3763839;2293546;37047;116;107;25/7/2021;1149;Aqua;MODIS;100;6.1NRT;30974;12877;D
4614423;205847;32206;116;107;25/7/2021;1151;Aqua;MODIS;70;6.1NRT;30098;105;D
4433781;2341296;32804;146;119;25/7/2021;1151;Aqua;MODIS;78;6.1NRT;30385;2495;D
4432542;2339689;33613;146;119;25/7/2021;1151;Aqua;MODIS;86;6.1NRT;30395;424;D
4432712;2341512;34081;146;119;25/7/2021;1151;Aqua;MODIS;89;6.1NRT;30571;5573;D
4424208;2270708;33444;135;115;25/7/2021;1151;Aqua;MODIS;73;6.1NRT;30626;2842;D
4423906;2271921;32526;135;115;25/7/2021;1151;Aqua;MODIS;25;6.1NRT;30577;1021;D
442374;2270244;32874;135;115;25/7/2021;1151;Aqua;MODIS;46;6.1NRT;3058;1704;D
4424936;2271715;32932;135;115;25/7/2021;1151;Aqua;MODIS;55;6.1NRT;30765;1528;D
4427354;2264433;32253;134;115;25/7/2021;1151;Aqua;MODIS;67;6.1NRT;30447;1425;D
4225173;2168108;32633;116;107;25/7/2021;1151;Aqua;MODIS;71;6.1NRT;31147;1064;D
404691;1736419;33238;105;102;25/7/2021;1151;Aqua;MODIS;78;6.1NRT;31468;1283;D
4071869;1617186;3314;113;106;25/7/2021;1151;Aqua;MODIS;76;6.1NRT;30986;1345;D
4071645;1615872;33025;113;106;25/7/2021;1151;Aqua;MODIS;68;6.1NRT;30965;1124;D
4072799;1616895;32783;113;106;25/7/2021;1151;Aqua;MODIS;55;6.1NRT;30756;777;D
4477752;2017079;31949;109;104;25/7/2021;1151;Aqua;MODIS;41;6.1NRT;30141;61;D
4477584;2015716;32575;109;104;25/7/2021;1151;Aqua;MODIS;78;6.1NRT;30312;1342;D
4477248;2012992;3238;109;104;25/7/2021;1151;Aqua;MODIS;75;6.1NRT;30147;1247;D
4396293;230754;32226;139;117;25/7/2021;1151;Aqua;MODIS;65;6.1NRT;30355;1291;D
4414916;2300963;32539;139;117;25/7/2021;1151;Aqua;MODIS;53;6.1NRT;30542;1168;D
4414745;2299245;34918;139;117;25/7/2021;1151;Aqua;MODIS;94;6.1NRT;30781;7143;D
4436316;2311536;33065;141;118;25/7/2021;1151;Aqua;MODIS;38;6.1NRT;30302;2401;D
4436141;2309779;3482;141;118;25/7/2021;1151;Aqua;MODIS;94;6.1NRT;30821;7037;D
4436834;2310738;33115;141;118;25/7/2021;1151;Aqua;MODIS;53;6.1NRT;30517;2866;D
4440752;2285279;32612;137;116;25/7/2021;1151;Aqua;MODIS;77;6.1NRT;30335;2132;D
4267636;1856187;34428;1;1;25/7/2021;1151;Aqua;MODIS;92;6.1NRT;30871;4079;D
4267807;1857387;32615;1;1;25/7/2021;1151;Aqua;MODIS;78;6.1NRT;30591;1387;D
4598997;21021;32121;12;109;25/7/2021;1151;Aqua;MODIS;71;6.1NRT;30201;1144;D
4386975;2582353;32296;195;136;25/7/2021;1151;Aqua;MODIS;67;6.1NRT;30577;2255;D
4387797;2582989;32031;195;136;25/7/2021;1151;Aqua;MODIS;36;6.1NRT;30522;1441;D
4178628;1545861;32728;116;107;25/7/2021;1151;Aqua;MODIS;79;6.1NRT;30672;1791;D
4131401;2246406;33485;121;109;25/7/2021;1151;Aqua;MODIS;85;6.1NRT;31461;2008;D
4131561;2247846;36693;121;11;25/7/2021;1151;Aqua;MODIS;100;6.1NRT;31246;11389;D
4104398;1595367;33842;113;106;25/7/2021;1151;Aqua;MODIS;85;6.1NRT;31511;2262;D
4104171;1594045;33448;114;106;25/7/2021;1151;Aqua;MODIS;74;6.1NRT;3132;1556;D
4367795;2134876;31744;116;107;25/7/2021;1151;Aqua;MODIS;63;6.1NRT;30166;962;D
4418544;2305858;30096;314;168;25/7/2021;1934;Terra;MODIS;36;6.1NRT;28845;225;N
4774094;3191998;30215;104;102;25/7/2021;1936;Terra;MODIS;47;6.1NRT;28955;6;N
4765635;3030787;30123;114;107;25/7/2021;1936;Terra;MODIS;39;6.1NRT;28945;587;N
4713907;3240524;30422;103;101;25/7/2021;1936;Terra;MODIS;25;6.1NRT;29026;626;N
4768324;3138992;30415;107;103;25/7/2021;1936;Terra;MODIS;59;6.1NRT;28958;752;N
4714799;3240217;30859;103;101;25/7/2021;1936;Terra;MODIS;75;6.1NRT;28979;933;N
4104925;1598075;30322;135;115;25/7/2021;2112;Terra;MODIS;54;6.1NRT;28343;789;N
3993452;1578697;31144;128;112;25/7/2021;2112;Terra;MODIS;83;6.1NRT;29567;1216;N
4144284;2194658;30252;302;165;25/7/2021;2112;Terra;MODIS;50;6.1NRT;28933;2392;N
4144341;2195301;30029;302;165;25/7/2021;2112;Terra;MODIS;24;6.1NRT;28936;1886;N
4107026;158802;30534;133;114;25/7/2021;2112;Terra;MODIS;64;6.1NRT;29284;797;N
4267678;1856637;30346;196;137;25/7/2021;2114;Terra;MODIS;55;6.1NRT;29155;1364;N
4514649;994067;31089;1;1;25/7/2021;2114;Terra;MODIS;81;6.1NRT;2877;1051;N
4267982;1855977;30355;196;137;25/7/2021;2114;Terra;MODIS;53;6.1NRT;29137;1239;N
4545877;1045451;31108;101;1;25/7/2021;2114;Terra;MODIS;82;6.1NRT;29268;964;N
4546638;1046012;30057;1;1;26/7/2021;126;Aqua;MODIS;30;6.1NRT;28558;511;N
4664265;3177336;32391;12;109;26/7/2021;909;Terra;MODIS;47;6.1NRT;30849;848;D
4636909;2779767;3257;1;1;26/7/2021;909;Terra;MODIS;78;6.1NRT;30465;131;D
4554533;2927208;32867;105;102;26/7/2021;909;Terra;MODIS;67;6.1NRT;30752;1521;D
4565066;2931316;32708;105;102;26/7/2021;909;Terra;MODIS;75;6.1NRT;31025;1345;D
4561788;2955869;32286;106;103;26/7/2021;909;Terra;MODIS;51;6.1NRT;30685;817;D
4563818;2955145;33101;106;103;26/7/2021;909;Terra;MODIS;80;6.1NRT;30709;1718;D
4566088;2958705;32811;106;103;26/7/2021;909;Terra;MODIS;58;6.1NRT;30776;1189;D
4567406;2950749;3216;105;103;26/7/2021;909;Terra;MODIS;37;6.1NRT;30835;746;D
4571685;2975318;32586;107;103;26/7/2021;909;Terra;MODIS;74;6.1NRT;31122;866;D
4584875;2900594;31907;103;101;26/7/2021;909;Terra;MODIS;38;6.1NRT;30646;743;D
4715943;3264153;31822;127;112;26/7/2021;909;Terra;MODIS;42;6.1NRT;30392;724;D
4596525;2856233;31955;101;101;26/7/2021;909;Terra;MODIS;35;6.1NRT;30755;95;D
4860429;2118696;31424;169;128;26/7/2021;909;Terra;MODIS;56;6.1NRT;29683;1326;D
4714555;3254933;34841;126;111;26/7/2021;909;Terra;MODIS;94;6.1NRT;30694;6739;D
4731687;2115433;31919;163;126;26/7/2021;909;Terra;MODIS;59;6.1NRT;29997;141;D
4714644;325438;34821;126;111;26/7/2021;909;Terra;MODIS;94;6.1NRT;30624;6607;D
4702283;3236791;32139;124;111;26/7/2021;909;Terra;MODIS;55;6.1NRT;30577;1086;D
4423598;2290379;33738;124;111;26/7/2021;911;Terra;MODIS;81;6.1NRT;30658;367;D
4426998;2305202;39667;122;11;26/7/2021;911;Terra;MODIS;100;6.1NRT;31014;29329;D
4431408;2320681;33317;121;109;26/7/2021;911;Terra;MODIS;82;6.1NRT;30076;284;D
4431538;2328364;330;12;109;26/7/2021;911;Terra;MODIS;80;6.1NRT;30573;2242;D
4412363;2528814;32849;104;102;26/7/2021;911;Terra;MODIS;73;6.1NRT;30629;1388;D
4422657;2583186;32403;102;101;26/7/2021;911;Terra;MODIS;58;6.1NRT;30791;921;D
442283;2581929;32231;102;101;26/7/2021;911;Terra;MODIS;22;6.1NRT;30493;794;D
4430309;2660128;32218;1;1;26/7/2021;911;Terra;MODIS;58;6.1NRT;30865;916;D
4472075;2578815;32771;103;101;26/7/2021;911;Terra;MODIS;78;6.1NRT;30196;1751;D
4472246;2577538;3288;103;101;26/7/2021;911;Terra;MODIS;80;6.1NRT;3016;1931;D
4406046;2449141;32877;108;104;26/7/2021;911;Terra;MODIS;76;6.1NRT;3037;1862;D
4406212;2447802;33489;108;104;26/7/2021;911;Terra;MODIS;83;6.1NRT;30216;2699;D
4413122;2438345;31782;109;104;26/7/2021;911;Terra;MODIS;25;6.1NRT;30111;63;D
4440657;227378;3208;126;112;26/7/2021;911;Terra;MODIS;52;6.1NRT;30075;1067;D
4440485;227535;32831;126;112;26/7/2021;911;Terra;MODIS;79;6.1NRT;29745;2171;D
4439659;2273576;34962;126;112;26/7/2021;911;Terra;MODIS;95;6.1NRT;30279;7051;D
4439487;2275147;36817;126;112;26/7/2021;911;Terra;MODIS;100;6.1NRT;30005;13876;D
4423745;2270645;32525;126;112;26/7/2021;911;Terra;MODIS;64;6.1NRT;30385;1374;D
4219228;2506402;32326;102;101;26/7/2021;911;Terra;MODIS;36;6.1NRT;3069;903;D
4144752;2194765;32779;126;112;26/7/2021;911;Terra;MODIS;78;6.1NRT;3052;1801;D
4156288;2209727;3289;125;111;26/7/2021;911;Terra;MODIS;80;6.1NRT;30668;174;D
4144921;2193235;32533;126;112;26/7/2021;911;Terra;MODIS;75;6.1NRT;3052;1345;D
4271354;2416909;32245;108;104;26/7/2021;911;Terra;MODIS;24;6.1NRT;30653;1115;D
4378328;2521788;32466;104;102;26/7/2021;911;Terra;MODIS;50;6.1NRT;30923;896;D
4399821;2448376;32894;108;104;26/7/2021;911;Terra;MODIS;70;6.1NRT;30568;1473;D
440512;2448923;32659;108;104;26/7/2021;911;Terra;MODIS;73;6.1NRT;30429;1598;D
4398957;2327853;32958;119;108;26/7/2021;911;Terra;MODIS;81;6.1NRT;30616;2219;D
4426827;2306721;33046;122;11;26/7/2021;911;Terra;MODIS;77;6.1NRT;30568;194;D
4561266;2943615;36122;104;102;26/7/2021;1058;Aqua;MODIS;100;6.1NRT;31301;7874;D
4433067;2643021;32226;139;117;26/7/2021;1058;Aqua;MODIS;57;6.1NRT;30642;1552;D
4406326;2447503;31997;177;13;26/7/2021;1058;Aqua;MODIS;56;6.1NRT;30237;1588;D
4429889;2283241;32747;213;142;26/7/2021;1058;Aqua;MODIS;60;6.1NRT;30092;4278;D
4429943;228367;32817;213;142;26/7/2021;1058;Aqua;MODIS;67;6.1NRT;30024;4672;D
443172;2326826;3202;202;138;26/7/2021;1058;Aqua;MODIS;45;6.1NRT;30164;1976;D
4431513;2327638;32679;202;138;26/7/2021;1058;Aqua;MODIS;76;6.1NRT;3025;3799;D
4142449;2320269;32516;245;151;26/7/2021;1058;Aqua;MODIS;77;6.1NRT;30184;3778;D
4141709;232132;32537;245;151;26/7/2021;1058;Aqua;MODIS;77;6.1NRT;30215;4203;D
4412253;2336415;31877;202;138;26/7/2021;1058;Aqua;MODIS;59;6.1NRT;30052;1275;D
4424247;2336087;33105;2;138;26/7/2021;1058;Aqua;MODIS;83;6.1NRT;30415;4817;D
4404569;2369442;31803;195;136;26/7/2021;1058;Aqua;MODIS;56;6.1NRT;30113;1284;D
4424784;233847;32989;2;138;26/7/2021;1058;Aqua;MODIS;82;6.1NRT;30329;4482;D
4424061;2336608;32858;2;138;26/7/2021;1058;Aqua;MODIS;81;6.1NRT;30435;3982;D
4405745;2368939;33521;195;136;26/7/2021;1058;Aqua;MODIS;86;6.1NRT;30188;6417;D
4548383;2938761;32937;105;102;26/7/2021;1058;Aqua;MODIS;78;6.1NRT;30779;2293;D
4557685;2949479;32641;104;102;26/7/2021;1058;Aqua;MODIS;63;6.1NRT;30919;1257;D
4561151;2954655;3262;104;102;26/7/2021;1058;Aqua;MODIS;58;6.1NRT;31017;1148;D
4558028;2929469;33209;105;102;26/7/2021;1058;Aqua;MODIS;78;6.1NRT;31346;1585;D
4429684;2642491;32733;139;117;26/7/2021;1058;Aqua;MODIS;69;6.1NRT;30403;2155;D
4562165;2943318;34946;104;102;26/7/2021;1058;Aqua;MODIS;89;6.1NRT;31192;4805;D
4566804;2948673;33233;104;102;26/7/2021;1058;Aqua;MODIS;80;6.1NRT;3077;2008;D
4571812;2974395;33379;103;101;26/7/2021;1058;Aqua;MODIS;81;6.1NRT;31299;1704;D
4405228;2366604;344;195;136;26/7/2021;1058;Aqua;MODIS;92;6.1NRT;30335;10288;D
4424585;2338997;32138;2;138;26/7/2021;1058;Aqua;MODIS;73;6.1NRT;30302;1831;D
4045565;1730048;32523;243;15;26/7/2021;1234;Aqua;MODIS;65;6.1NRT;30338;3408;D
4031343;1815107;32714;273;158;26/7/2021;1234;Aqua;MODIS;77;6.1NRT;30674;3484;D
3803113;160559;32278;19;135;26/7/2021;1234;Aqua;MODIS;19;6.1NRT;3075;1747;D
4038863;1820883;32498;275;159;26/7/2021;1234;Aqua;MODIS;55;6.1NRT;30534;3012;D
4046052;1730791;32241;243;15;26/7/2021;1234;Aqua;MODIS;70;6.1NRT;30216;2287;D
4094947;1590399;33721;202;139;26/7/2021;1234;Aqua;MODIS;85;6.1NRT;30998;5682;D
409476;1588001;33784;202;138;26/7/2021;1234;Aqua;MODIS;86;6.1NRT;31118;6074;D
4096195;1590256;34142;202;139;26/7/2021;1234;Aqua;MODIS;89;6.1NRT;31178;751;D
4096005;1587849;33939;202;138;26/7/2021;1234;Aqua;MODIS;87;6.1NRT;31116;6626;D
4545323;1044675;31718;121;109;26/7/2021;1234;Aqua;MODIS;51;6.1NRT;28707;1665;D
407786;1442485;3348;165;126;26/7/2021;1234;Aqua;MODIS;78;6.1NRT;30928;4154;D
4769571;3203239;30551;428;191;26/7/2021;1843;Terra;MODIS;65;6.1NRT;28919;5795;N
4271615;2416591;30882;1;1;26/7/2021;2017;Terra;MODIS;76;6.1NRT;29189;886;N
4271793;2417798;30315;1;1;26/7/2021;2017;Terra;MODIS;53;6.1NRT;29027;53;N
4441238;2294267;31728;102;101;26/7/2021;2019;Terra;MODIS;95;6.1NRT;29285;1472;N
4442323;2295257;32085;102;101;26/7/2021;2019;Terra;MODIS;100;6.1NRT;2927;1823;N
444213;2294;32187;102;101;26/7/2021;2019;Terra;MODIS;100;6.1NRT;29289;1889;N
4443526;2290951;30664;102;101;26/7/2021;2019;Terra;MODIS;69;6.1NRT;29194;675;N
4180731;1512072;30319;256;154;26/7/2021;2019;Terra;MODIS;54;6.1NRT;29039;1829;N
