latitude;longitude;brightness;scan;track;acq_date;acq_time;satellite;instrument;confidence;version;bright_t31;frp;daynight
44276;23107;3027;21;14;21/7/2021;105;Aqua;MODIS;51;6.1NRT;289;178;N
44373;22968;3405;21;14;21/7/2021;850;Terra;MODIS;91;6.1NRT;2991;1129;D
44371;22995;3425;21;14;21/7/2021;850;Terra;MODIS;92;6.1NRT;2993;1208;D
4436;22966;3162;21;14;21/7/2021;850;Terra;MODIS;29;6.1NRT;2994;206;D
4437;23001;3359;21;14;21/7/2021;850;Terra;MODIS;88;6.1NRT;2979;901;D
44213;22858;3299;22;14;21/7/2021;850;Terra;MODIS;84;6.1NRT;2988;691;D
44207;23127;3179;21;14;21/7/2021;850;Terra;MODIS;71;6.1NRT;2996;211;D
44242;22998;3215;21;14;21/7/2021;850;Terra;MODIS;66;6.1NRT;2983;327;D
42188;25877;3183;14;12;21/7/2021;850;Terra;MODIS;34;6.1NRT;3026;82;D
45616;29123;3211;11;11;21/7/2021;850;Terra;MODIS;74;6.1NRT;2993;129;D
45638;29418;3231;11;1;21/7/2021;850;Terra;MODIS;71;6.1NRT;2986;151;D
44372;22975;351;21;14;21/7/2021;850;Terra;MODIS;96;6.1NRT;3003;1745;D
42519;19263;3147;38;18;21/7/2021;1030;Terra;MODIS;57;6.1NRT;2996;462;D
45142;9943;3316;11;1;21/7/2021;1030;Terra;MODIS;72;6.1NRT;3013;239;D
44246;12;321;14;12;21/7/2021;1030;Terra;MODIS;67;6.1NRT;3041;122;D
44401;11343;3223;13;11;21/7/2021;1030;Terra;MODIS;61;6.1NRT;3066;116;D
45927;12646;3167;14;12;21/7/2021;1030;Terra;MODIS;36;6.1NRT;3011;93;D
45409;10968;3223;12;11;21/7/2021;1030;Terra;MODIS;64;6.1NRT;3042;97;D
45371;11287;3185;12;11;21/7/2021;1030;Terra;MODIS;52;6.1NRT;302;82;D
44503;11071;3218;12;11;21/7/2021;1030;Terra;MODIS;57;6.1NRT;3066;75;D
44544;11303;3241;13;11;21/7/2021;1030;Terra;MODIS;58;6.1NRT;307;95;D
45974;12628;3247;13;11;21/7/2021;1030;Terra;MODIS;81;6.1NRT;3033;173;D
45764;1242;3157;13;11;21/7/2021;1030;Terra;MODIS;70;6.1NRT;3005;81;D
45744;12616;3165;14;12;21/7/2021;1030;Terra;MODIS;67;6.1NRT;3018;88;D
45416;11096;3206;12;11;21/7/2021;1030;Terra;MODIS;69;6.1NRT;3028;119;D
44622;1058;3279;12;11;21/7/2021;1030;Terra;MODIS;73;6.1NRT;3036;157;D
45405;11267;317;12;11;21/7/2021;1030;Terra;MODIS;43;6.1NRT;3015;75;D
45519;115;3195;12;11;21/7/2021;1030;Terra;MODIS;23;6.1NRT;3034;102;D
45764;11005;3127;12;11;21/7/2021;1030;Terra;MODIS;50;6.1NRT;300;86;D
45865;1227;3213;13;11;21/7/2021;1030;Terra;MODIS;61;6.1NRT;303;132;D
44624;10586;3288;12;11;21/7/2021;1030;Terra;MODIS;77;6.1NRT;3038;171;D
44627;10572;3331;12;11;21/7/2021;1030;Terra;MODIS;82;6.1NRT;3044;242;D
42512;19258;3124;38;18;21/7/2021;1030;Terra;MODIS;39;6.1NRT;3002;291;D
44294;22745;3136;38;18;21/7/2021;1035;Aqua;MODIS;52;6.1NRT;294;544;D
46925;32407;3185;11;11;21/7/2021;1035;Aqua;MODIS;45;6.1NRT;2953;93;D
42577;24854;3181;33;17;21/7/2021;1035;Aqua;MODIS;74;6.1NRT;3055;467;D
43223;2735;3119;23;15;21/7/2021;1035;Aqua;MODIS;63;6.1NRT;2952;229;D
443;22738;3126;38;18;21/7/2021;1035;Aqua;MODIS;60;6.1NRT;2928;486;D
44205;22903;3336;38;18;21/7/2021;1035;Aqua;MODIS;87;6.1NRT;2959;1791;D
44193;22858;3469;38;18;21/7/2021;1035;Aqua;MODIS;82;6.1NRT;2959;3387;D
4422;22895;321;38;18;21/7/2021;1035;Aqua;MODIS;78;6.1NRT;2966;824;D
44208;2285;3428;38;18;21/7/2021;1035;Aqua;MODIS;80;6.1NRT;298;2928;D
44211;22892;3472;38;18;21/7/2021;1035;Aqua;MODIS;94;6.1NRT;297;3376;D
44199;22847;3445;38;18;21/7/2021;1035;Aqua;MODIS;88;6.1NRT;2975;3062;D
44355;22967;3123;37;18;21/7/2021;1035;Aqua;MODIS;34;6.1NRT;2953;349;D
44306;2279;3106;38;18;21/7/2021;1035;Aqua;MODIS;64;6.1NRT;291;373;D
37949;15937;3334;11;1;21/7/2021;1210;Aqua;MODIS;82;6.1NRT;3056;203;D
4442;11347;3241;1;1;21/7/2021;1215;Aqua;MODIS;57;6.1NRT;3086;67;D
44489;11243;3289;1;1;21/7/2021;1215;Aqua;MODIS;48;6.1NRT;3114;95;D
44498;11241;3288;1;1;21/7/2021;1215;Aqua;MODIS;54;6.1NRT;3108;82;D
44302;22768;324;3;16;21/7/2021;1215;Aqua;MODIS;80;6.1NRT;2984;802;D
44344;23031;3196;31;17;21/7/2021;1215;Aqua;MODIS;45;6.1NRT;2975;476;D
44301;22777;3229;3;16;21/7/2021;1215;Aqua;MODIS;79;6.1NRT;2982;745;D
45861;1227;3228;1;1;21/7/2021;1215;Aqua;MODIS;53;6.1NRT;3062;74;D
41411;1594;3381;12;11;21/7/2021;1215;Aqua;MODIS;84;6.1NRT;3133;29;D
44359;23029;325;31;17;21/7/2021;1215;Aqua;MODIS;78;6.1NRT;2981;777;D
44218;22865;329;3;16;21/7/2021;1215;Aqua;MODIS;84;6.1NRT;2985;1022;D
44216;22827;3161;3;16;21/7/2021;1215;Aqua;MODIS;62;6.1NRT;2969;364;D
44216;2286;3324;3;16;21/7/2021;1215;Aqua;MODIS;86;6.1NRT;2987;1245;D
41041;15911;3271;12;11;21/7/2021;1215;Aqua;MODIS;57;6.1NRT;3115;105;D
41054;15852;3284;12;11;21/7/2021;1215;Aqua;MODIS;55;6.1NRT;311;112;D
4251;1927;332;18;13;21/7/2021;1215;Aqua;MODIS;86;6.1NRT;3069;503;D
42509;19249;3206;18;13;21/7/2021;1215;Aqua;MODIS;71;6.1NRT;3037;18;D
43854;10599;3209;1;1;21/7/2021;1215;Aqua;MODIS;67;6.1NRT;304;8;D
45145;9952;3248;1;1;21/7/2021;1215;Aqua;MODIS;67;6.1NRT;3068;12;D
45143;9939;3516;1;1;21/7/2021;1215;Aqua;MODIS;90;6.1NRT;3072;572;D
40215;15129;3163;11;1;21/7/2021;1215;Aqua;MODIS;22;6.1NRT;3019;5;D
44081;23769;3143;34;17;21/7/2021;1215;Aqua;MODIS;68;6.1NRT;2953;429;D
44074;23765;3134;34;17;21/7/2021;1215;Aqua;MODIS;67;6.1NRT;2951;387;D
46424;15878;310;13;11;21/7/2021;1215;Aqua;MODIS;32;6.1NRT;2977;53;D
44164;15212;3298;12;11;21/7/2021;1215;Aqua;MODIS;63;6.1NRT;3056;224;D
43924;24465;3055;13;11;21/7/2021;2000;Terra;MODIS;64;6.1NRT;2873;114;N
44094;23602;3075;14;12;21/7/2021;2000;Terra;MODIS;59;6.1NRT;2889;127;N
44095;23589;305;14;12;21/7/2021;2000;Terra;MODIS;51;6.1NRT;2886;103;N
44099;23606;3072;14;12;21/7/2021;2000;Terra;MODIS;71;6.1NRT;2889;127;N
44288;22755;3095;15;12;21/7/2021;2000;Terra;MODIS;77;6.1NRT;2884;17;N
43756;25612;318;12;11;21/7/2021;2000;Terra;MODIS;96;6.1NRT;2889;216;N
43799;25381;3055;12;11;21/7/2021;2000;Terra;MODIS;65;6.1NRT;2894;92;N
43775;2519;3112;12;11;21/7/2021;2000;Terra;MODIS;82;6.1NRT;2899;143;N
44009;23253;3092;15;12;21/7/2021;2000;Terra;MODIS;77;6.1NRT;289;167;N
48611;21185;3017;14;12;21/7/2021;2000;Terra;MODIS;43;6.1NRT;2883;95;N
43758;25626;3005;12;11;21/7/2021;2000;Terra;MODIS;29;6.1NRT;2883;63;N
44042;24366;3011;13;11;21/7/2021;2000;Terra;MODIS;38;6.1NRT;2874;77;N
44045;24382;3002;13;11;21/7/2021;2000;Terra;MODIS;19;6.1NRT;2877;7;N
43934;24461;3259;13;11;21/7/2021;2000;Terra;MODIS;100;6.1NRT;2878;361;N
45143;9941;3071;15;12;21/7/2021;2135;Terra;MODIS;70;6.1NRT;2932;116;N
41979;26397;3062;1;1;22/7/2021;10;Aqua;MODIS;63;6.1NRT;2905;71;N
41977;26409;3179;1;1;22/7/2021;10;Aqua;MODIS;96;6.1NRT;2909;164;N
41968;26407;3044;1;1;22/7/2021;10;Aqua;MODIS;59;6.1NRT;2907;62;N
4197;26395;3012;1;1;22/7/2021;10;Aqua;MODIS;24;6.1NRT;2902;43;N
45152;9943;3065;15;12;22/7/2021;150;Aqua;MODIS;68;6.1NRT;2916;125;N
4829;22557;312;1;1;22/7/2021;930;Terra;MODIS;65;6.1NRT;2962;7;D
44266;22775;3535;11;1;22/7/2021;935;Terra;MODIS;97;6.1NRT;3053;628;D
44235;22792;3404;11;1;22/7/2021;935;Terra;MODIS;90;6.1NRT;3046;343;D
4426;22813;3222;11;1;22/7/2021;935;Terra;MODIS;18;6.1NRT;3048;106;D
44321;22948;3326;11;1;22/7/2021;935;Terra;MODIS;80;6.1NRT;2989;273;D
43956;23455;3332;11;1;22/7/2021;935;Terra;MODIS;85;6.1NRT;3047;287;D
42667;18989;3212;1;1;22/7/2021;935;Terra;MODIS;60;6.1NRT;3064;103;D
44548;21097;3158;1;1;22/7/2021;935;Terra;MODIS;67;6.1NRT;2987;85;D
45073;20276;3511;1;1;22/7/2021;935;Terra;MODIS;96;6.1NRT;300;59;D
45075;20263;3377;1;1;22/7/2021;935;Terra;MODIS;89;6.1NRT;2998;333;D
45231;20725;3264;1;1;22/7/2021;935;Terra;MODIS;81;6.1NRT;3009;182;D
41843;15411;3236;13;11;22/7/2021;935;Terra;MODIS;60;6.1NRT;3083;118;D
41496;158;3434;13;11;22/7/2021;935;Terra;MODIS;91;6.1NRT;3073;48;D
41391;15925;3224;12;11;22/7/2021;935;Terra;MODIS;56;6.1NRT;3055;82;D
45233;20712;3177;1;1;22/7/2021;935;Terra;MODIS;71;6.1NRT;3012;94;D
41444;21949;3321;11;1;22/7/2021;935;Terra;MODIS;85;6.1NRT;2992;248;D
44273;22736;3276;11;1;22/7/2021;935;Terra;MODIS;62;6.1NRT;307;146;D
44282;22739;3355;11;1;22/7/2021;935;Terra;MODIS;87;6.1NRT;305;256;D
41446;21937;3528;11;1;22/7/2021;935;Terra;MODIS;96;6.1NRT;3022;647;D
44298;22757;3288;11;1;22/7/2021;935;Terra;MODIS;42;6.1NRT;3063;165;D
45761;2958;3216;19;14;22/7/2021;935;Terra;MODIS;48;6.1NRT;2987;275;D
45749;29574;3236;19;14;22/7/2021;935;Terra;MODIS;64;6.1NRT;299;331;D
40691;1637;3242;12;11;22/7/2021;935;Terra;MODIS;64;6.1NRT;3099;87;D
40805;16512;3302;12;11;22/7/2021;935;Terra;MODIS;77;6.1NRT;3117;161;D
45764;29452;3143;19;13;22/7/2021;935;Terra;MODIS;68;6.1NRT;2983;159;D
4539;28514;3154;17;13;22/7/2021;935;Terra;MODIS;52;6.1NRT;2941;172;D
42026;14511;3209;15;12;22/7/2021;935;Terra;MODIS;65;6.1NRT;3047;167;D
42027;14494;3477;15;12;22/7/2021;935;Terra;MODIS;93;6.1NRT;3051;852;D
44356;26533;3179;15;12;22/7/2021;935;Terra;MODIS;68;6.1NRT;2993;149;D
44913;25919;3284;13;11;22/7/2021;935;Terra;MODIS;84;6.1NRT;2996;32;D
43958;23441;3332;11;1;22/7/2021;935;Terra;MODIS;85;6.1NRT;3032;279;D
40054;18285;3259;1;1;22/7/2021;935;Terra;MODIS;69;6.1NRT;3124;78;D
40064;18214;3326;1;1;22/7/2021;935;Terra;MODIS;80;6.1NRT;312;172;D
44275;22777;3747;11;1;22/7/2021;935;Terra;MODIS;100;6.1NRT;3074;130;D
44333;22761;3344;11;1;22/7/2021;935;Terra;MODIS;83;6.1NRT;3039;247;D
41053;15866;3278;12;11;22/7/2021;935;Terra;MODIS;73;6.1NRT;3087;154;D
44026;24178;3227;12;11;22/7/2021;935;Terra;MODIS;74;6.1NRT;2977;17;D
44234;24171;3241;12;11;22/7/2021;935;Terra;MODIS;74;6.1NRT;2989;187;D
44074;2478;3187;12;11;22/7/2021;935;Terra;MODIS;39;6.1NRT;2998;83;D
44224;22802;3211;11;1;22/7/2021;935;Terra;MODIS;42;6.1NRT;3034;74;D
44226;22789;3355;11;1;22/7/2021;935;Terra;MODIS;87;6.1NRT;3052;268;D
44233;22805;3372;11;1;22/7/2021;935;Terra;MODIS;88;6.1NRT;3021;292;D
42656;18999;3204;1;1;22/7/2021;935;Terra;MODIS;49;6.1NRT;3061;94;D
43999;2449;325;1;1;22/7/2021;1120;Aqua;MODIS;35;6.1NRT;3064;112;D
42657;1899;3206;18;13;22/7/2021;1120;Aqua;MODIS;66;6.1NRT;3048;272;D
44292;22742;3372;11;1;22/7/2021;1120;Aqua;MODIS;74;6.1NRT;3044;319;D
44295;22755;3385;11;1;22/7/2021;1120;Aqua;MODIS;79;6.1NRT;3015;346;D
44088;23586;3408;11;1;22/7/2021;1120;Aqua;MODIS;90;6.1NRT;3041;348;D
4744;20071;3142;12;11;22/7/2021;1120;Aqua;MODIS;18;6.1NRT;296;7;D
42668;18985;3183;18;13;22/7/2021;1120;Aqua;MODIS;51;6.1NRT;3044;219;D
44281;22731;3341;11;11;22/7/2021;1120;Aqua;MODIS;66;6.1NRT;3028;261;D
41412;19635;3199;17;13;22/7/2021;1120;Aqua;MODIS;63;6.1NRT;3038;177;D
45352;28539;3285;12;11;22/7/2021;1120;Aqua;MODIS;56;6.1NRT;2997;212;D
4571;2959;3456;13;11;22/7/2021;1120;Aqua;MODIS;83;6.1NRT;3008;652;D
44077;23576;3444;11;1;22/7/2021;1120;Aqua;MODIS;92;6.1NRT;305;409;D
41442;21936;3231;13;11;22/7/2021;1120;Aqua;MODIS;76;6.1NRT;3072;137;D
42664;1898;3226;18;13;22/7/2021;1120;Aqua;MODIS;61;6.1NRT;3046;311;D
46052;28432;3227;12;11;22/7/2021;1120;Aqua;MODIS;72;6.1NRT;2976;176;D
44079;23589;3578;11;1;22/7/2021;1120;Aqua;MODIS;99;6.1NRT;3051;734;D
43981;23611;3248;11;1;22/7/2021;1120;Aqua;MODIS;70;6.1NRT;3052;138;D
41087;15696;3209;46;2;22/7/2021;1255;Aqua;MODIS;73;6.1NRT;3069;651;D
42008;14495;3169;4;19;22/7/2021;1255;Aqua;MODIS;55;6.1NRT;3004;574;D
41894;12667;3246;31;17;22/7/2021;1255;Aqua;MODIS;62;6.1NRT;304;399;D
41897;12671;3238;31;17;22/7/2021;1255;Aqua;MODIS;70;6.1NRT;3038;377;D
41087;15705;321;46;2;22/7/2021;1255;Aqua;MODIS;73;6.1NRT;3071;647;D
42011;14492;337;4;19;22/7/2021;1255;Aqua;MODIS;88;6.1NRT;3016;2344;D
42025;14495;3306;4;19;22/7/2021;1255;Aqua;MODIS;83;6.1NRT;3034;162;D
41108;15569;3014;12;11;22/7/2021;2040;Terra;MODIS;41;6.1NRT;2891;66;N
44055;24792;303;17;13;22/7/2021;2040;Terra;MODIS;53;6.1NRT;2877;144;N
40348;18263;305;1;1;22/7/2021;2040;Terra;MODIS;63;6.1NRT;2946;54;N
44345;23127;3132;14;12;22/7/2021;2040;Terra;MODIS;87;6.1NRT;2881;211;N
44053;24771;3001;17;13;22/7/2021;2040;Terra;MODIS;18;6.1NRT;2872;111;N
43465;24279;3029;15;12;22/7/2021;2040;Terra;MODIS;52;6.1NRT;288;12;N
40797;16157;3019;11;11;22/7/2021;2040;Terra;MODIS;45;6.1NRT;2882;69;N
42655;19002;3047;1;1;22/7/2021;2040;Terra;MODIS;61;6.1NRT;2933;5;N
42641;19012;3028;11;1;23/7/2021;55;Aqua;MODIS;51;6.1NRT;2924;57;N
44329;23132;301;14;12;23/7/2021;55;Aqua;MODIS;37;6.1NRT;2876;96;N
4265;19015;3032;11;1;23/7/2021;55;Aqua;MODIS;54;6.1NRT;2919;59;N
40793;16165;3089;1;1;23/7/2021;55;Aqua;MODIS;76;6.1NRT;2859;11;N
47326;32348;3186;12;11;23/7/2021;835;Terra;MODIS;54;6.1NRT;3051;88;D
44321;22926;3279;32;17;23/7/2021;840;Terra;MODIS;80;6.1NRT;2991;987;D
4538;28522;3402;16;12;23/7/2021;840;Terra;MODIS;91;6.1NRT;3065;714;D
46172;29069;3318;15;12;23/7/2021;840;Terra;MODIS;85;6.1NRT;2966;472;D
44317;22933;3326;32;17;23/7/2021;840;Terra;MODIS;85;6.1NRT;2996;1324;D
45381;28516;3287;16;12;23/7/2021;840;Terra;MODIS;84;6.1NRT;3039;382;D
44226;23;3242;32;17;23/7/2021;840;Terra;MODIS;53;6.1NRT;3016;618;D
41595;22258;3142;34;17;23/7/2021;840;Terra;MODIS;61;6.1NRT;2986;361;D
4538;28536;329;16;12;23/7/2021;840;Terra;MODIS;84;6.1NRT;3037;381;D
41599;22252;3135;34;17;23/7/2021;840;Terra;MODIS;54;6.1NRT;2989;314;D
44319;22967;3218;32;17;23/7/2021;840;Terra;MODIS;59;6.1NRT;2995;567;D
45969;12632;3306;11;1;23/7/2021;1015;Terra;MODIS;85;6.1NRT;303;207;D
45747;12615;3278;11;1;23/7/2021;1015;Terra;MODIS;82;6.1NRT;3033;178;D
45874;12178;3202;1;1;23/7/2021;1015;Terra;MODIS;58;6.1NRT;3017;97;D
43967;24532;3227;44;19;23/7/2021;1015;Terra;MODIS;69;6.1NRT;2954;1207;D
45149;9945;3287;1;1;23/7/2021;1015;Terra;MODIS;79;6.1NRT;3048;175;D
43952;24583;3121;44;19;23/7/2021;1015;Terra;MODIS;36;6.1NRT;2922;386;D
40811;16197;3281;19;13;23/7/2021;1015;Terra;MODIS;73;6.1NRT;3108;202;D
41141;15644;351;17;13;23/7/2021;1015;Terra;MODIS;95;6.1NRT;3113;1014;D
45592;11381;3204;1;1;23/7/2021;1015;Terra;MODIS;74;6.1NRT;3013;116;D
46185;13057;3156;11;1;23/7/2021;1015;Terra;MODIS;68;6.1NRT;3014;78;D
4598;12614;3444;11;1;23/7/2021;1015;Terra;MODIS;93;6.1NRT;3034;426;D
45977;12627;378;11;1;23/7/2021;1015;Terra;MODIS;100;6.1NRT;3025;1441;D
44956;1582;3114;14;12;23/7/2021;1015;Terra;MODIS;65;6.1NRT;2966;101;D
45554;13742;3204;11;11;23/7/2021;1015;Terra;MODIS;0;6.1NRT;2996;96;D
45959;13402;3212;11;1;23/7/2021;1015;Terra;MODIS;42;6.1NRT;3036;86;D
43968;24537;3223;44;19;23/7/2021;1015;Terra;MODIS;64;6.1NRT;295;1154;D
40984;16388;3287;19;13;23/7/2021;1015;Terra;MODIS;77;6.1NRT;3075;309;D
47946;17677;3178;15;12;23/7/2021;1015;Terra;MODIS;62;6.1NRT;2964;175;D
47948;17684;322;15;12;23/7/2021;1015;Terra;MODIS;66;6.1NRT;2962;226;D
45687;11484;3192;1;1;23/7/2021;1015;Terra;MODIS;56;6.1NRT;3028;102;D
45422;11157;3177;1;1;23/7/2021;1015;Terra;MODIS;58;6.1NRT;302;73;D
45637;11804;3155;1;1;23/7/2021;1015;Terra;MODIS;55;6.1NRT;2999;61;D
45771;12414;3176;1;1;23/7/2021;1015;Terra;MODIS;46;6.1NRT;3013;66;D
45411;11936;3228;1;1;23/7/2021;1015;Terra;MODIS;60;6.1NRT;3031;91;D
45716;11419;3192;1;1;23/7/2021;1015;Terra;MODIS;51;6.1NRT;3035;83;D
40806;16189;3291;19;13;23/7/2021;1015;Terra;MODIS;77;6.1NRT;3103;224;D
45364;1087;3177;1;1;23/7/2021;1015;Terra;MODIS;48;6.1NRT;3013;66;D
43949;24493;3166;46;2;23/7/2021;1025;Aqua;MODIS;70;6.1NRT;2954;774;D
43964;24543;3184;46;2;23/7/2021;1025;Aqua;MODIS;53;6.1NRT;2945;848;D
43964;24546;3178;46;2;23/7/2021;1025;Aqua;MODIS;59;6.1NRT;2945;86;D
45759;29573;3208;22;14;23/7/2021;1025;Aqua;MODIS;65;6.1NRT;304;30;D
44049;25439;3164;41;19;23/7/2021;1025;Aqua;MODIS;65;6.1NRT;2938;672;D
45753;29546;3192;22;14;23/7/2021;1025;Aqua;MODIS;72;6.1NRT;2998;26;D
4732;32344;3228;14;12;23/7/2021;1025;Aqua;MODIS;68;6.1NRT;3034;209;D
41063;14104;3364;1;1;23/7/2021;1200;Aqua;MODIS;82;6.1NRT;3071;233;D
41055;14099;3568;1;1;23/7/2021;1200;Aqua;MODIS;98;6.1NRT;3088;677;D
40972;14458;3263;1;1;23/7/2021;1200;Aqua;MODIS;39;6.1NRT;3073;69;D
43954;24515;3234;25;15;23/7/2021;1200;Aqua;MODIS;72;6.1NRT;3008;458;D
42403;19125;321;12;11;23/7/2021;1200;Aqua;MODIS;71;6.1NRT;3082;106;D
41582;1556;3287;1;1;23/7/2021;1200;Aqua;MODIS;67;6.1NRT;3089;92;D
45139;9938;3207;13;11;23/7/2021;1200;Aqua;MODIS;0;6.1NRT;3043;122;D
40336;18264;3332;11;1;23/7/2021;1200;Aqua;MODIS;78;6.1NRT;3144;114;D
37839;22752;3341;16;13;23/7/2021;1200;Aqua;MODIS;83;6.1NRT;3064;436;D
44062;25113;318;27;16;23/7/2021;1200;Aqua;MODIS;54;6.1NRT;2946;32;D
37842;2279;3525;16;13;23/7/2021;1200;Aqua;MODIS;96;6.1NRT;308;1113;D
3784;22771;4002;16;13;23/7/2021;1200;Aqua;MODIS;100;6.1NRT;3105;497;D
37842;22783;376;16;13;23/7/2021;1200;Aqua;MODIS;100;6.1NRT;3083;2567;D
3784;22764;377;16;13;23/7/2021;1200;Aqua;MODIS;100;6.1NRT;3072;2633;D
37853;22781;383;16;13;23/7/2021;1200;Aqua;MODIS;100;6.1NRT;3128;3155;D
37851;22761;3615;16;13;23/7/2021;1200;Aqua;MODIS;100;6.1NRT;3095;1582;D
44048;25114;3254;27;16;23/7/2021;1200;Aqua;MODIS;53;6.1NRT;2966;571;D
45552;13741;3211;1;1;23/7/2021;1200;Aqua;MODIS;32;6.1NRT;3028;111;D
37864;22779;3401;16;13;23/7/2021;1200;Aqua;MODIS;88;6.1NRT;3072;616;D
44059;25118;3223;27;16;23/7/2021;1200;Aqua;MODIS;73;6.1NRT;2948;469;D
41533;13158;3197;11;1;23/7/2021;1200;Aqua;MODIS;44;6.1NRT;304;9;D
45933;12245;3147;1;1;23/7/2021;1200;Aqua;MODIS;56;6.1NRT;2997;55;D
4586;12372;3225;1;1;23/7/2021;1200;Aqua;MODIS;73;6.1NRT;3034;97;D
4541;11087;3208;11;11;23/7/2021;1200;Aqua;MODIS;63;6.1NRT;3047;107;D
4536;10861;3179;12;11;23/7/2021;1200;Aqua;MODIS;51;6.1NRT;3029;84;D
45458;11852;3191;11;1;23/7/2021;1200;Aqua;MODIS;63;6.1NRT;3035;76;D
41494;15589;331;1;1;23/7/2021;1200;Aqua;MODIS;71;6.1NRT;3129;106;D
44597;20964;311;16;12;23/7/2021;1200;Aqua;MODIS;29;6.1NRT;2949;87;D
40326;18266;3344;11;1;23/7/2021;1200;Aqua;MODIS;80;6.1NRT;3141;128;D
40795;16186;3455;1;1;23/7/2021;1200;Aqua;MODIS;90;6.1NRT;3162;283;D
40793;16175;3381;1;1;23/7/2021;1200;Aqua;MODIS;73;6.1NRT;3173;152;D
44201;23149;3284;21;14;23/7/2021;1200;Aqua;MODIS;62;6.1NRT;2977;528;D
44198;23131;3189;21;14;23/7/2021;1200;Aqua;MODIS;0;6.1NRT;2948;214;D
44199;23157;3244;21;14;23/7/2021;1200;Aqua;MODIS;0;6.1NRT;2991;371;D
41582;197;3337;13;11;23/7/2021;1200;Aqua;MODIS;84;6.1NRT;307;309;D
41584;19714;3374;13;11;23/7/2021;1200;Aqua;MODIS;87;6.1NRT;3056;396;D
40804;16184;3437;1;1;23/7/2021;1200;Aqua;MODIS;89;6.1NRT;3176;255;D
41244;15708;3343;1;1;23/7/2021;1200;Aqua;MODIS;79;6.1NRT;3137;106;D
41138;1562;3447;1;1;23/7/2021;1200;Aqua;MODIS;90;6.1NRT;3157;295;D
4114;15632;3547;1;1;23/7/2021;1200;Aqua;MODIS;97;6.1NRT;3161;501;D
40802;16173;3383;1;1;23/7/2021;1200;Aqua;MODIS;82;6.1NRT;3183;158;D
41069;15717;3312;1;1;23/7/2021;1200;Aqua;MODIS;60;6.1NRT;3149;91;D
45965;1262;3329;1;1;23/7/2021;1200;Aqua;MODIS;85;6.1NRT;306;193;D
45932;12651;3212;1;1;23/7/2021;1200;Aqua;MODIS;67;6.1NRT;305;83;D
45921;12641;3298;1;1;23/7/2021;1200;Aqua;MODIS;82;6.1NRT;3038;185;D
45739;12604;3209;1;1;23/7/2021;1200;Aqua;MODIS;69;6.1NRT;3024;77;D
45741;12617;322;1;1;23/7/2021;1200;Aqua;MODIS;71;6.1NRT;3013;92;D
39459;16793;3156;1;1;23/7/2021;1200;Aqua;MODIS;31;6.1NRT;3022;52;D
41062;14091;3376;1;1;23/7/2021;1200;Aqua;MODIS;83;6.1NRT;3093;255;D
46249;12302;3117;1;1;23/7/2021;1205;Aqua;MODIS;56;6.1NRT;2992;75;D
41943;26145;3034;17;13;23/7/2021;1945;Terra;MODIS;55;6.1NRT;2898;128;N
45824;29172;3093;11;1;23/7/2021;1945;Terra;MODIS;77;6.1NRT;2876;115;N
44439;22858;3011;22;14;23/7/2021;1945;Terra;MODIS;37;6.1NRT;287;17;N
44269;22947;3057;22;14;23/7/2021;1945;Terra;MODIS;65;6.1NRT;288;239;N
44122;23136;3009;21;14;23/7/2021;1945;Terra;MODIS;22;6.1NRT;2868;185;N
44246;22726;3051;22;14;23/7/2021;1945;Terra;MODIS;63;6.1NRT;2878;222;N
44244;22722;3033;22;14;23/7/2021;1945;Terra;MODIS;54;6.1NRT;2875;188;N
37857;22764;3002;34;17;23/7/2021;1945;Terra;MODIS;8;6.1NRT;2901;216;N
470546;3227785;339;169;128;24/7/2021;922;Terra;MODIS;89;6.1NRT;29915;7647;D
4558741;2931347;34841;133;114;24/7/2021;922;Terra;MODIS;94;6.1NRT;30494;7651;D
4567419;2940709;32566;134;115;24/7/2021;922;Terra;MODIS;66;6.1NRT;30073;2246;D
4643156;270626;33155;107;103;24/7/2021;922;Terra;MODIS;80;6.1NRT;30146;2901;D
4641802;2140297;32558;114;106;24/7/2021;922;Terra;MODIS;76;6.1NRT;30502;1514;D
46437;2140751;32176;114;106;24/7/2021;922;Terra;MODIS;69;6.1NRT;30243;1222;D
4187122;1520352;32572;201;138;24/7/2021;924;Terra;MODIS;61;6.1NRT;30859;2104;D
4466448;2112818;31407;112;105;24/7/2021;924;Terra;MODIS;48;6.1NRT;30057;542;D
4426265;2266453;31919;102;101;24/7/2021;924;Terra;MODIS;49;6.1NRT;3017;754;D
4487201;2024728;32636;121;109;24/7/2021;924;Terra;MODIS;80;6.1NRT;30271;215;D
4446482;2333452;31831;101;1;24/7/2021;924;Terra;MODIS;54;6.1NRT;30223;847;D
4613202;2061365;32438;121;109;24/7/2021;924;Terra;MODIS;49;6.1NRT;30567;1375;D
4422402;2281096;32905;102;101;24/7/2021;924;Terra;MODIS;80;6.1NRT;30537;1202;D
4422575;2279841;33534;102;101;24/7/2021;924;Terra;MODIS;86;6.1NRT;30652;2179;D
4419511;2321703;32528;101;1;24/7/2021;924;Terra;MODIS;61;6.1NRT;30576;1104;D
3997629;1805962;32783;132;114;24/7/2021;924;Terra;MODIS;77;6.1NRT;31042;1188;D
